class,class_title,counts,yr,patents,uspc,ctg,hjt_num,hjt
713,Electrical Computers and Digital Processing Systems:  Support,no_dupl,1997,627,713,800,22,Computers & Communications
714,Error Detection/Correction and Fault Detection/Recovery,no_dupl,1997,1465,714,800,22,Computers & Communications
715,"Data Processing:  Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing",no_dupl,1997,725,715,800,NA,NA
716,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,no_dupl,1997,219,716,800,NA,NA
717,"Data Processing: Software Development, Installation, and Management",no_dupl,1997,199,717,800,NA,NA
718,Electrical Computers and Digital Processing Systems: Virtual Machine Task or Process Management or Task Management/Control,no_dupl,1997,155,718,800,NA,NA
719,Electrical Computers and Digital Processing Systems: Interprogram Communication or Interprocess Communication (Ipc),no_dupl,1997,126,719,800,NA,NA
720,Dynamic Optical Information Storage or Retrieval,no_dupl,1997,118,720,800,NA,NA
725,Interactive Video Distribution Systems,no_dupl,1997,275,725,800,NA,NA
726,Information Security,no_dupl,1997,88,726,800,NA,NA
800,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,no_dupl,1997,283,800,800,33,Drugs & Medical
850,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",no_dupl,1997,87,850,900,NA,NA
901,Robots,no_dupl,1997,132,901,1000,NA,NA
902,Electronic Funds Transfer,no_dupl,1997,49,902,1000,NA,NA
903,Hybrid Electric Vehicles (Hevs),no_dupl,1997,26,903,1000,NA,NA
930,Peptide or Protein Sequence,no_dupl,1997,85,930,1000,NA,NA
968,Horology,no_dupl,1997,0,968,1000,NA,NA
976,Nuclear Technology,no_dupl,1997,19,976,1000,NA,NA
977,Nanotechnology,no_dupl,1997,172,977,1000,NA,NA
984,Musical Instruments,no_dupl,1997,0,984,1000,NA,NA
987,"Organic Compounds Containing a Bi, Sb, As, or P Atom or Containing a Metal Atom of the 6th To 8th Group of the Periodic System",no_dupl,1997,5,987,1000,NA,NA
D01,Edible Products,no_dupl,1997,52,NA,other,NA,NA
D02,Apparel and Haberdashery,no_dupl,1997,536,NA,other,NA,NA
D03,Travel Goods and Personal Belongings,no_dupl,1997,463,NA,other,NA,NA
D04,Brushware,no_dupl,1997,142,NA,other,NA,NA
D05,Textile or Paper Yard Goods; Sheet Material,no_dupl,1997,40,NA,other,NA,NA
D06,Furnishings,no_dupl,1997,1252,NA,other,NA,NA
D07,Equipment for Preparing or Serving Food or Drink Not Elsewhere Specified,no_dupl,1997,675,NA,other,NA,NA
D08,Tools and Hardware,no_dupl,1997,896,NA,other,NA,NA
D09,Packages and Containers for Goods,no_dupl,1997,669,NA,other,NA,NA
D10,"Measuring, Testing, or Signalling Instruments",no_dupl,1997,611,NA,other,NA,NA
D11,"Jewelry, Symbolic Insignia, and Ornaments",no_dupl,1997,446,NA,other,NA,NA
D12,Transportation,no_dupl,1997,874,NA,other,NA,NA
D13,"Equipment for Production, Distribution, or Transformation of Energy",no_dupl,1997,338,NA,other,NA,NA
D14,"Recording, Communication, or Information Retrieval Equipment",no_dupl,1997,1080,NA,other,NA,NA
D15,Machines Not Elsewhere Specified,no_dupl,1997,276,NA,other,NA,NA
D16,Photography and Optical Equipment,no_dupl,1997,259,NA,other,NA,NA
D17,Musical Instruments,no_dupl,1997,49,NA,other,NA,NA
D18,Printing and Office Machinery,no_dupl,1997,244,NA,other,NA,NA
D19,Office Supplies;  Artists' and Teachers' Materials,no_dupl,1997,308,NA,other,NA,NA
D20,Sales and Advertising Equipment,no_dupl,1997,182,NA,other,NA,NA
D21,"Games, Toys, and Sports Goods",no_dupl,1997,889,NA,other,NA,NA
D22,"Arms, Pyrotechnics, Hunting and Fishing Equipment",no_dupl,1997,159,NA,other,NA,NA
D23,Environmental Heating and Cooling; Fluid Handling and Sanitary Equipment,no_dupl,1997,600,NA,other,NA,NA
D24,Medical and Laboratory Equipment,no_dupl,1997,502,NA,other,NA,NA
D25,Building Units and Construction Elements,no_dupl,1997,345,NA,other,NA,NA
D26,Lighting,no_dupl,1997,489,NA,other,NA,NA
D27,Tobacco and Smokers' Supplies,no_dupl,1997,47,NA,other,NA,NA
D28,Cosmetic Products and Toilet Articles,no_dupl,1997,216,NA,other,NA,NA
D29,"Equipment for Safety, Protection, and Rescue",no_dupl,1997,93,NA,other,NA,NA
D30,Animal Husbandry,no_dupl,1997,158,NA,other,NA,NA
D32,"Washing, Cleaning, or Drying Machine",no_dupl,1997,239,NA,other,NA,NA
D34,Material or Article Handling Equipment,no_dupl,1997,163,NA,other,NA,NA
D99,Miscellaneous,no_dupl,1997,71,NA,other,NA,NA
G9B,Information Storage Based On Relative Movement Between Record Carrier and Transducer,no_dupl,1997,2930,NA,other,NA,NA
PLT,Plants,no_dupl,1997,398,NA,other,NA,NA
002,Apparel,original,1998,508,2,100,63,Others
004,"Baths, Closets, Sinks, and Spittoons",original,1998,311,4,100,65,Others
005,Beds,original,1998,312,5,100,65,Others
007,Compound Tools,original,1998,31,7,100,59,Mechanical
008,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,original,1998,228,8,100,11,Chemical
012,Boot and Shoe Making,original,1998,14,12,100,63,Others
014,Bridges,original,1998,39,14,100,69,Others
015,"Brushing, Scrubbing, and General Cleaning",original,1998,544,15,100,69,Others
016,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",original,1998,216,16,100,59,Mechanical
019,Textiles:  Fiber Preparation,original,1998,47,19,100,11,Chemical
023,Chemistry: Physical Processes,original,1998,13,23,100,19,Chemical
024,"Buckles, Buttons, Clasps, Etc.",original,1998,288,24,100,63,Others
026,Textiles: Cloth Finishing,original,1998,23,26,100,63,Others
027,Undertaking,original,1998,24,27,100,69,Others
028,Textiles:  Manufacturing,original,1998,39,28,100,63,Others
029,Metal Working,original,1998,1203,29,100,52,Mechanical
030,Cutlery,original,1998,276,30,100,65,Others
033,Geometrical Instruments,original,1998,255,33,100,69,Others
034,Drying and Gas or Vapor Contact with Solids,original,1998,241,34,100,19,Chemical
036,"Boots, Shoes, and Leggings",original,1998,258,36,100,63,Others
037,Excavating,original,1998,102,37,100,64,Others
038,Textiles:  Ironing or Smoothing,original,1998,34,38,100,63,Others
040,"Card, Picture, or Sign Exhibiting",original,1998,214,40,100,69,Others
042,Firearms,original,1998,149,42,100,59,Mechanical
043,"Fishing, Trapping, and Vermin Destroying",original,1998,184,43,100,61,Others
044,Fuel and Related Compositions,original,1998,100,44,100,19,Chemical
047,Plant Husbandry,original,1998,143,47,100,61,Others
048,Gas: Heating and Illuminating,original,1998,44,48,100,13,Chemical
049,Movable or Removable Closures,original,1998,176,49,100,59,Mechanical
051,"Abrasive Tool Making Process, Material, or Composition",original,1998,42,51,100,59,Mechanical
052,"Static Structures (e.g., Buildings)",original,1998,1000,52,100,69,Others
053,Package Making,original,1998,538,53,100,68,Others
054,Harness for Working Animal,original,1998,27,54,100,69,Others
055,Gas Separation,original,1998,184,55,100,13,Chemical
056,Harvesters,original,1998,214,56,100,61,Others
057,"Textiles:  Spinning, Twisting, and Twining",original,1998,162,57,100,63,Others
059,"Chain, Staple, and Horseshoe Making",original,1998,27,59,100,69,Others
060,Power Plants,original,1998,710,60,100,45,Electrical & Electronic
062,Refrigeration,original,1998,791,62,100,69,Others
063,Jewelry,original,1998,40,63,100,69,Others
065,Glass Manufacturing,original,1998,234,65,100,51,Mechanical
066,Textiles:  Knitting,original,1998,73,66,100,63,Others
068,Textiles:  Fluid Treating Apparatus,original,1998,112,68,100,63,Others
069,Leather Manufactures,original,1998,1,69,100,63,Others
070,Locks,original,1998,338,70,100,65,Others
071,Chemistry: Fertilizers,original,1998,58,71,100,11,Chemical
072,Metal Deforming,original,1998,470,72,100,52,Mechanical
073,Measuring and Testing,original,1998,1654,73,100,43,Electrical & Electronic
074,Machine Element or Mechanism,original,1998,618,74,100,59,Mechanical
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",original,1998,200,75,100,52,Mechanical
076,"Metal Tools and Implements, Making",original,1998,23,76,100,52,Mechanical
079,Button Making,original,1998,0,79,100,63,Others
081,Tools,original,1998,184,81,100,59,Mechanical
082,Turning,original,1998,73,82,100,51,Mechanical
083,Cutting,original,1998,301,83,100,51,Mechanical
084,Music,original,1998,342,84,100,69,Others
086,Ammunition and Explosive-Charge Making,original,1998,21,86,100,59,Mechanical
087,"Textiles: Braiding, Netting, and Lace Making",original,1998,13,87,100,63,Others
089,Ordnance,original,1998,120,89,100,59,Mechanical
091,Motors: Expansible Chamber Type,original,1998,111,91,100,53,Mechanical
092,Expansible Chamber Devices,original,1998,141,92,100,53,Mechanical
095,Gas Separation:  Processes,original,1998,205,95,100,13,Chemical
096,Gas Separation:  Apparatus,original,1998,138,96,100,13,Chemical
099,Foods and Beverages: Apparatus,original,1998,306,99,100,61,Others
100,Presses,original,1998,135,100,100,59,Mechanical
101,Printing,original,1998,525,101,200,69,Others
102,Ammunition and Explosives,original,1998,155,102,200,19,Chemical
104,Railways,original,1998,73,104,200,55,Mechanical
105,Railway Rolling Stock,original,1998,91,105,200,55,Mechanical
106,Compositions:  Coating or Plastic,original,1998,554,106,200,12,Chemical
108,Horizontally Supported Planar Surfaces,original,1998,159,108,200,69,Others
109,"Safes, Bank Protection, or a Related Device",original,1998,21,109,200,69,Others
110,Furnaces,original,1998,143,110,200,66,Others
111,Planting,original,1998,38,111,200,61,Others
112,Sewing,original,1998,181,112,200,63,Others
114,Ships,original,1998,257,114,200,55,Mechanical
116,Signals and Indicators,original,1998,40,116,200,69,Others
117,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",original,1998,203,117,200,19,Chemical
118,Coating Apparatus,original,1998,408,118,200,12,Chemical
119,Animal Husbandry,original,1998,456,119,200,61,Others
122,Liquid Heaters and Vaporizers,original,1998,86,122,200,66,Others
123,Internal-Combustion Engines,original,1998,1294,123,200,53,Mechanical
124,Mechanical Guns and Projectors,original,1998,106,124,200,59,Mechanical
125,Stone Working,original,1998,41,125,200,51,Mechanical
126,Stoves and Furnaces,original,1998,162,126,200,66,Others
127,"Sugar, Starch, and Carbohydrates",original,1998,32,127,200,11,Chemical
128,Surgery,original,1998,653,128,200,32,Drugs & Medical
131,Tobacco,original,1998,129,131,200,61,Others
132,Toilet,original,1998,244,132,200,65,Others
134,Cleaning and Liquid Contact with Solids,original,1998,433,134,200,69,Others
135,"Tent, Canopy, Umbrella, or Cane",original,1998,131,135,200,69,Others
136,Batteries:  Thermoelectric and Photoelectric,original,1998,72,136,200,45,Electrical & Electronic
137,Fluid Handling,original,1998,746,137,200,69,Others
138,Pipes and Tubular Conduits,original,1998,172,138,200,67,Others
139,Textiles:  Weaving,original,1998,109,139,200,63,Others
140,Wireworking,original,1998,36,140,200,52,Mechanical
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",original,1998,237,141,200,51,Mechanical
142,Wood Turning,original,1998,1,142,200,51,Mechanical
144,Woodworking,original,1998,107,144,200,51,Mechanical
147,Coopering,original,1998,1,147,200,52,Mechanical
148,Metal Treatment,original,1998,393,148,200,52,Mechanical
149,Explosive and Thermic Compositions or Charges,original,1998,55,149,200,19,Chemical
150,"Purses, Wallets, and Protective Covers",original,1998,20,150,200,69,Others
152,Resilient Tires and Wheels,original,1998,146,152,200,55,Mechanical
156,Adhesive Bonding and Miscellaneous Chemical Manufacture,original,1998,1058,156,200,19,Chemical
157,Wheelwright Machines,original,1998,5,157,200,59,Mechanical
159,Concentrating Evaporators,original,1998,14,159,200,19,Chemical
160,"Flexible or Portable Closure, Partition, or Panel",original,1998,173,160,200,69,Others
162,Paper Making and Fiber Liberation,original,1998,330,162,200,19,Chemical
163,Needle and Pin Making,original,1998,0,163,200,52,Mechanical
164,Metal Founding,original,1998,225,164,200,52,Mechanical
165,Heat Exchange,original,1998,346,165,200,66,Others
166,Wells,original,1998,386,166,200,64,Others
168,Farriery,original,1998,8,168,200,69,Others
169,Fire Extinguishers,original,1998,67,169,200,69,Others
171,Unearthing Plants or Buried Objects,original,1998,6,171,200,64,Others
172,Earth Working,original,1998,134,172,200,64,Others
173,Tool Driving or Impacting,original,1998,76,173,200,51,Mechanical
174,Electricity:  Conductors and Insulators,original,1998,488,174,200,41,Electrical & Electronic
175,Boring or Penetrating the Earth,original,1998,214,175,200,64,Others
177,Weighing Scales,original,1998,111,177,200,69,Others
178,Telegraphy,original,1998,36,178,200,21,Computers & Communications
180,Motor Vehicles,original,1998,356,180,200,55,Mechanical
181,Acoustics,original,1998,154,181,200,69,Others
182,"Fire Escape, Ladder, or Scaffold",original,1998,151,182,200,65,Others
184,Lubrication,original,1998,53,184,200,59,Mechanical
185,"Motors:  Spring, Weight, or Animal Powered",original,1998,3,185,200,53,Mechanical
186,Merchandising,original,1998,12,186,200,69,Others
187,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",original,1998,154,187,200,55,Mechanical
188,Brakes,original,1998,253,188,200,53,Mechanical
190,Trunks and Hand-Carried Luggage,original,1998,37,190,200,69,Others
191,Electricity:  Transmission To Vehicles,original,1998,18,191,200,49,Electrical & Electronic
192,Clutches and Power-Stop Control,original,1998,265,192,200,53,Mechanical
193,"Conveyors, Chutes, Skids, Guides, and Ways",original,1998,4,193,200,59,Mechanical
194,Check-Actuated Control Mechanisms,original,1998,56,194,200,59,Mechanical
196,Mineral Oils: Apparatus,original,1998,5,196,200,19,Chemical
198,Conveyors:  Power-Driven,original,1998,321,198,200,59,Mechanical
199,Type Casting,original,1998,0,199,200,69,Others
200,Electricity:  Circuit Makers and Breakers,original,1998,389,200,200,41,Electrical & Electronic
201,"Distillation: Processes, Thermolytic",original,1998,12,201,300,19,Chemical
202,Distillation: Apparatus,original,1998,31,202,300,19,Chemical
203,"Distillation: Processes, Separatory",original,1998,84,203,300,19,Chemical
204,Chemistry:  Electrical and Wave Energy,original,1998,477,204,300,19,Chemical
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",original,1998,276,205,300,19,Chemical
206,Special Receptacle or Package,original,1998,853,206,300,68,Others
208,Mineral Oils: Processes and Products,original,1998,152,208,300,19,Chemical
209,"Classifying, Separating, and Assorting Solids",original,1998,165,209,300,51,Mechanical
210,Liquid Purification or Separation,original,1998,1163,210,300,19,Chemical
211,Supports:  Racks,original,1998,332,211,300,65,Others
212,Traversing Hoists,original,1998,47,212,300,59,Mechanical
213,Railway Draft Appliances,original,1998,15,213,300,55,Mechanical
215,Bottles and Jars,original,1998,186,215,300,68,Others
216,Etching a Substrate:  Processes,original,1998,238,216,300,19,Chemical
217,Wooden Receptacles,original,1998,5,217,300,68,Others
218,High-Voltage Switches with Arc Preventing or Extinguishing Devices,original,1998,79,218,300,49,Electrical & Electronic
219,Electric Heating,original,1998,838,219,300,49,Electrical & Electronic
220,Receptacles,original,1998,453,220,300,68,Others
221,Article Dispensing,original,1998,135,221,300,51,Mechanical
222,Dispensing,original,1998,558,222,300,19,Chemical
223,Apparel Apparatus,original,1998,61,223,300,63,Others
224,Package and Article Carriers,original,1998,319,224,300,68,Others
225,Severing by Tearing or Breaking,original,1998,36,225,300,51,Mechanical
226,Advancing Material of Indeterminate Length,original,1998,80,226,300,51,Mechanical
227,Elongated-Member-Driving Apparatus,original,1998,126,227,300,59,Mechanical
228,Metal Fusion Bonding,original,1998,181,228,300,52,Mechanical
229,"Envelopes, Wrappers, and Paperboard Boxes",original,1998,200,229,300,68,Others
231,Whips and Whip Apparatus,original,1998,0,231,300,69,Others
232,Deposit and Collection Receptacles,original,1998,25,232,300,68,Others
234,"Selective Cutting (e.g., Punching)",original,1998,0,234,300,51,Mechanical
235,Registers,original,1998,446,235,300,59,Mechanical
236,Automatic Temperature and Humidity Regulation,original,1998,67,236,300,69,Others
237,Heating Systems,original,1998,49,237,300,66,Others
238,Railways:  Surface Track,original,1998,31,238,300,55,Mechanical
239,"Fluid Sprinkling, Spraying, and Diffusing",original,1998,531,239,300,59,Mechanical
241,Solid Material Comminution or Disintegration,original,1998,245,241,300,51,Mechanical
242,"Winding, Tensioning, or Guiding",original,1998,574,242,300,51,Mechanical
244,Aeronautics and Astronautics,original,1998,404,244,300,55,Mechanical
245,Wire Fabrics and Structure,original,1998,1,245,300,69,Others
246,Railway Switches and Signals,original,1998,45,246,300,55,Mechanical
248,Supports,original,1998,753,248,300,69,Others
249,Static Molds,original,1998,50,249,300,69,Others
250,Radiant Energy,original,1998,1121,250,300,44,Electrical & Electronic
251,Valves and Valve Actuation,original,1998,244,251,300,53,Mechanical
252,Compositions,original,1998,666,252,300,19,Chemical
254,Implements or Apparatus for Applying Pushing or Pulling Force,original,1998,100,254,300,59,Mechanical
